g1,g2,g3,g4,g5,g6,r1,r2,r3,r4,r5,r6
soare,plink,avail,,,,nngnn,nyynn,ggggg,,,
soare,nicht,short,,,,gyngn,nnnyg,ggggg,,,
soare,hault,slurp,,,,gnngn,nngyn,ggggg,,,
soare,liman,local,loyal,,,ngynn,gnngn,ggngg,ggggg,,
soare,fitch,flirt,,,,nnngn,gyynn,ggggg,,,
soare,clint,maxim,pizza,,,nnynn,nnynn,nynyn,ggggg,,
soare,culty,conic,conch,,,ngnnn,gnnnn,gggny,ggggg,,
soare,demon,tempo,,,,nynny,nggyn,ggggg,,,
soare,cutin,droop,,,,nynyn,nnnnn,ggggg,,,
soare,glitz,plate,,,,nngng,ngngn,ggggg,,,
soare,culti,exile,bible,,,nnnng,nnyny,nnygg,ggggg,,
soare,clint,plunk,,,,nnnnn,ngngn,ggggg,,,
soare,bloat,viola,afoul,,,nyynn,nygyn,nngyy,ggggg,,
soare,salon,savoy,,,,gyynn,ggngn,ggggg,,,
soare,spelt,steep,,,,gnnny,gygny,ggggg,,,
soare,gault,angle,agile,,,nnyng,yyngn,gnygg,ggggg,,
soare,thilk,stake,,,,gngng,ynnny,ggggg,,,
soare,denet,dwell,,,,nnnny,gynnn,ggggg,,,
soare,glitz,weave,knave,,,nngng,nnnnn,nnggg,ggggg,,
soare,lathy,rearm,beard,,,nnggy,nynnn,ngggn,ggggg,,
soare,arose,,,,,yyyyg,ggggg,,,,
soare,culty,point,motif,,,ngnnn,nnnyn,ngyny,ggggg,,
soare,thilk,smash,,,,gngnn,nynnn,ggggg,,,
soare,cutin,broil,,,,nynyn,nnngn,ggggg,,,
soare,abaft,glare,,,,nnggg,nngnn,ggggg,,,
soare,nempt,shove,,,,gynng,nynnn,ggggg,,,
soare,clint,midgy,baggy,,,nnynn,nnnnn,nnngg,ggggg,,
soare,clint,midgy,mammy,,,nnynn,nnnnn,gnnng,ggggg,,
soare,thilk,spawn,swamp,,,gngnn,nnnnn,gygyn,ggggg,,
soare,bloat,aband,along,,,nyynn,nggyn,gnngn,ggggg,,
soare,trick,rugby,,,,nnnyn,nynnn,ggggg,,,
soare,talar,pigmy,wager,,,nnyyy,ngnng,nngnn,ggggg,,
soare,plink,aahed,quack,,,nngnn,nnnng,ynnnn,ggggg,,
soare,dault,squat,,,,gnynn,nygng,ggggg,,,
soare,thilk,snaky,,,,gngnn,nnnny,ggggg,,,
soare,denet,debit,,,,nnnny,ggnng,ggggg,,,
soare,gault,badge,mange,,,nnyng,ygnnn,ngngg,ggggg,,
soare,thilk,stake,skate,,,gngng,ynnny,gygyg,ggggg,,
soare,clint,minty,ninth,,,nnnnn,nnyyy,ngggn,ggggg,,
soare,fubsy,joust,,,,ygnnn,nyngn,ggggg,,,
soare,clint,tramp,,,,nngyn,nnnny,ggggg,,,
soare,hault,spurn,,,,gnngn,nngnn,ggggg,,,
soare,pleat,decal,medal,,,nnyny,nyygn,ygngg,ggggg,,
soare,acidy,micro,,,,nyngn,nyynn,ggggg,,,
soare,deter,bavin,rebel,,,nnnyy,ngngy,ynnnn,ggggg,,
soare,plink,abaca,flank,,,nngnn,ngngg,nngnn,ggggg,,
soare,lathy,learn,,,,nnggy,gynnn,ggggg,,,
soare,radar,nadir,,,,nnyyn,nggng,ggggg,,,
soare,gault,becap,maple,,,nnyng,ngngn,nynyy,ggggg,,
soare,culty,comfy,,,,ngnnn,gnnng,ggggg,,,
soare,deter,abrim,remit,,,nnnyy,ngyny,nnygy,ggggg,,
soare,trick,wrung,gruff,,,nnnyn,ngnnn,nggny,ggggg,,
soare,richt,ester,,,,ynnyy,ynnny,ggggg,,,
soare,bufty,least,,,,yngny,nnnyn,ggggg,,,
soare,culty,would,mogul,,,ngnnn,nyynn,ngyyn,ggggg,,
soare,denet,aleph,fetch,,,nnnny,ngnny,nnyng,ggggg,,
soare,ampul,cause,,,,ynyng,ynnyn,ggggg,,,
soare,ocean,oaken,,,,nyyny,gnyyg,ggggg,,,
soare,bloat,aglow,,,,nyynn,nyyyn,ggggg,,,
soare,letch,meant,meaty,,,nngny,ngynn,gggny,ggggg,,
soare,gault,gaffe,,,,nnyng,ggnnn,ggggg,,,
soare,thilk,shyly,,,,gnnnn,ngngn,ggggg,,,
soare,talar,pigmy,barca,racer,,nnyyy,ngnng,nnnnn,ngyyn,ggggg,
soare,cutin,droop,proxy,prowl,,nynyn,nnnnn,nggny,gggnn,ggggg,
soare,denet,thief,,,,nnnny,nnngy,ggggg,,,
soare,stern,,,,,gnngy,ggggg,,,,
soare,poesy,,,,,ygnny,ggggg,,,,
soare,cyton,rocky,,,,ngnyn,yynyn,ggggg,,,
soare,denet,fleet,tweet,,,nnnny,nyngg,nnggg,ggggg,,
soare,nasty,waist,,,,ynynn,ngyyn,ggggg,,,
soare,shire,spire,,,,gnngg,gnggg,ggggg,,,
soare,pownd,trope,grope,,,nynyg,yynnn,ngggg,ggggg,,
soare,bloat,wagon,havoc,,,nyynn,nnyyn,ngngn,ggggg,,
soare,nasty,patsy,,,,ynynn,ngyyg,ggggg,,,
soare,trick,abmho,truly,,,nnnyn,ggnnn,nnnnn,ggggg,,
soare,cyton,forty,,,,ngnyn,nyyyn,ggggg,,,
soare,denet,depth,deity,,,nnnny,ggnny,ggngn,ggggg,,
soare,culti,uncle,,,,nnnng,yyynn,ggggg,,,
soare,thilk,swish,,,,gnnnn,nygnn,ggggg,,,
soare,deter,pilch,ganef,giver,,nnnyy,nnngg,ngnnn,gnngn,ggggg,
soare,deter,creep,preen,,,nnnyy,nyngy,ngggy,ggggg,,
soare,denet,bevel,,,,nnnny,ngngn,ggggg,,,
soare,deter,lemur,,,,nnnyy,ngnng,ggggg,,,
soare,clint,draft,,,,nngyn,nnnng,ggggg,,,
soare,nempt,scope,slope,,,gynng,nyngn,gnggg,ggggg,,
soare,bloat,wagon,annoy,,,nyynn,nnyyn,nyngy,ggggg,,
soare,clint,lingo,,,,nynnn,nyyyn,ggggg,,,
soare,pleat,glean,bleak,,,nnyny,ngggn,ngggn,ggggg,,
soare,clint,ditty,,,,nnnnn,nnyny,ggggg,,,
soare,trick,curly,,,,nnnyn,nynyn,ggggg,,,
soare,talar,rebar,cedar,,,nnyyy,nnngg,ngngg,ggggg,,
soare,pudic,dirge,,,,nnnyg,nnyyn,ggggg,,,
soare,cutin,befog,grown,,,nynyn,nnnng,nnnyy,ggggg,,
soare,faugh,horde,,,,ngnyg,nnnny,ggggg,,,
soare,cutin,droop,drool,,,nynyn,nnnnn,ggggn,ggggg,,
soare,thilk,shuck,,,,gnnnn,ngnng,ggggg,,,
soare,trick,crypt,,,,nnnyn,ygnyn,ggggg,,,
soare,clint,cynic,cumin,,,nnnnn,gnyyn,gnygn,ggggg,,
soare,cloot,stock,,,,gynnn,yngny,ggggg,,,
soare,clint,aahed,gravy,,,nngyn,nnnnn,ynnnn,ggggg,,
soare,fubsy,locus,,,,ygnnn,nynyn,ggggg,,,
soare,deter,ricin,wider,,,nnnyy,ynngg,ygnnn,ggggg,,
soare,deter,befog,breed,,,nnnyy,yyngy,gynnn,ggggg,,
soare,culti,quite,,,,nnnng,ngngy,ggggg,,,
soare,glitz,weave,chafe,,,nngng,nnnnn,nngng,ggggg,,
soare,gault,amnic,cache,,,nnyng,ngnnn,ynnny,ggggg,,
soare,clint,blimp,,,,nnnnn,nggnn,ggggg,,,
soare,denet,deign,,,,nnnny,ggynn,ggggg,,,
soare,denet,fiend,,,,nnnny,yyynn,ggggg,,,
soare,culty,logic,,,,ngnnn,ynynn,ggggg,,,
soare,pleat,cheap,,,,nnyny,ynggn,ggggg,,,
soare,culti,exile,elide,,,nnnng,nnyny,gngyg,ggggg,,
soare,trick,lurid,rigid,,,nnnyn,nyynn,nnygg,ggggg,,
soare,ampul,false,,,,ynyng,ynnny,ggggg,,,
soare,talar,regal,renal,,,nnyyy,nnygy,ggngg,ggggg,,
soare,culti,bumph,pence,,,nnnng,ynnnn,nnnyn,ggggg,,
soare,cyton,roomy,rowdy,,,ngnyn,nynyn,ggnng,ggggg,,
soare,cloot,shoot,,,,gynnn,nnggg,ggggg,,,
soare,glitz,blaze,,,,nngng,ngnny,ggggg,,,
soare,demon,enjoy,envoy,,,nynny,nyngy,ggngg,ggggg,,
soare,pilum,posse,,,,ygnng,gnnnn,ggggg,,,
soare,deter,gruel,brief,,,nnnyy,nnngy,ngngn,ggggg,,
soare,deter,favel,never,,,nnnyy,ngngg,nnggn,ggggg,,
soare,abaca,abort,,,,nyygn,ggnnn,ggggg,,,
soare,pilum,mouse,,,,ygnng,nnnyy,ggggg,,,
soare,clint,duchy,mucky,,,nnnnn,ynnnn,nggng,ggggg,,
soare,thilk,sulky,,,,gnnnn,nnnyy,ggggg,,,
soare,feted,fiery,,,,nnngy,gynnn,ggggg,,,
soare,pleat,ahing,media,,,nnyny,nnyyn,ynynn,ggggg,,
soare,trick,trunk,,,,nnnyn,ggnng,ggggg,,,
soare,bufty,yeast,,,,yngny,nnnyy,ggggg,,,
soare,talar,clear,,,,nnyyy,nnygg,ggggg,,,
soare,thilk,skunk,,,,gnnnn,nnnng,ggggg,,,
soare,thilk,acidy,scalp,,,gngnn,nnngn,ygnnn,ggggg,,
soare,clint,ditty,abaka,bitty,,nnnnn,nnyny,ngggg,nynnn,ggggg,
soare,deter,ricin,cider,,,nnnyy,ynngg,ygynn,ggggg,,
soare,loath,koala,,,,nggnn,yggnn,ggggg,,,
soare,denet,duvet,,,,nnnny,gnngg,ggggg,,,
soare,pling,segue,,,,gnnng,nnnny,ggggg,,,
soare,pudic,creme,,,,nnnyg,nnnny,ggggg,,,
soare,newie,surer,super,,,gnnyy,nynnn,ggngg,ggggg,,
soare,trick,gybed,grill,,,nnnyn,nggnn,gnnnn,ggggg,,
soare,talar,after,,,,nnyyy,yynng,ggggg,,,
soare,trued,offer,owner,,,nynyy,nyngn,gnngg,ggggg,,
soare,deter,amuck,ember,,,nnnyy,nyngg,ngnnn,ggggg,,
soare,ached,reach,,,,nngyy,yyyyn,ggggg,,,
soare,culty,adown,nobly,,,ngnnn,nnyng,nnyny,ggggg,,
soare,denet,piety,empty,,,nnnny,nynny,ynygg,ggggg,,
soare,spelt,spend,speed,,,gnnny,gggnn,gggng,ggggg,,
soare,mushy,tipsy,gipsy,,,ynnnn,nnyng,ngggg,ggggg,,
soare,deter,lemur,recur,,,nnnyy,ngnng,ngngg,ggggg,,
soare,cloot,shock,smock,,,gynnn,yngnn,gnggg,ggggg,,
soare,talar,becke,dream,dread,,nnyyy,nnngy,nynnn,ggggn,ggggg,
soare,pudic,nerve,merge,,,nnnyg,nnnnn,nggng,ggggg,,
soare,crust,burst,,,,ynnyn,nyygg,ggggg,,,
soare,clint,midgy,kappa,,,nnynn,nnnnn,nnnnn,ggggg,,
soare,clint,amity,,,,nnynn,nngny,ggggg,,,
soare,thilk,shaky,,,,gngnn,ngnny,ggggg,,,
soare,rewth,homer,hover,,,ngnyy,yynny,ggngg,ggggg,,
soare,baron,tarot,carol,,,nyyyn,ngggn,ngggn,ggggg,,
soare,nicht,snort,,,,gyngn,ynnng,ggggg,,,
soare,cloot,synod,,,,gynnn,nnngn,ggggg,,,
soare,clint,attap,faint,,,nnynn,nnggg,yynnn,ggggg,,
soare,clint,dight,haunt,,,nnynn,nnngg,nnnyg,ggggg,,
soare,cutin,group,flour,,,nynyn,nynnn,nyggn,ggggg,,
soare,clint,chair,,,,nngyn,gnynn,ggggg,,,
soare,demon,depot,detox,,,nynny,ggngn,ggngy,ggggg,,
soare,newie,shrew,,,,gnnyy,nyynn,ggggg,,,
soare,cunit,tense,,,,ynnng,nngny,ggggg,,,
soare,denet,clued,plied,,,nnnny,ynngn,ngngg,ggggg,,
soare,dhuti,quark,,,,nnggn,nnynn,ggggg,,,
soare,trick,rugby,burly,,,nnnyn,nynnn,ygnyg,ggggg,,
soare,meynt,woven,novel,,,ngnny,nynyn,ngggy,ggggg,,
soare,pleat,ahing,waxen,,,nnyny,nnyyn,ynnyn,ggggg,,
soare,cloot,stock,stoic,,,gynnn,yngny,gggyn,ggggg,,
soare,deter,cupid,jerky,,,nnnyy,ngnny,nnnnn,ggggg,,
soare,clint,blitz,,,,nnnnn,nggny,ggggg,,,
soare,denet,beech,beefy,,,nnnny,ngnyn,gggnn,ggggg,,
soare,trick,incur,lyric,,,nnnyn,nyyyn,ynyny,ggggg,,
soare,mushy,husky,hussy,,,ynnnn,nggyg,gggng,ggggg,,
soare,meynt,towel,,,,ngnny,nynny,ggggg,,,
soare,clint,baghs,quilt,,,nnnnn,nygng,nnnnn,ggggg,,
soare,demon,below,,,,nynny,ngngn,ggggg,,,
soare,clint,dingo,bingo,,,nynnn,nnyyn,ngggg,ggggg,,
soare,mushy,wispy,,,,ynnnn,nngng,ggggg,,,
soare,bachs,brash,,,,yngyn,gynyy,ggggg,,,
soare,nempt,scone,,,,gynng,yynnn,ggggg,,,
soare,abaca,toast,,,,yggnn,nngnn,ggggg,,,
soare,ajwan,easel,,,,ynyny,ynnnn,ggggg,,,
soare,dault,sauna,saucy,,,gnynn,nggnn,gggnn,ggggg,,
soare,gault,value,,,,nnyng,ngyyn,ggggg,,,
soare,pling,aceta,spice,,,gnnng,yngnn,nyynn,ggggg,,
soare,cyton,donor,honor,,,ngnyn,nnngy,ngggg,ggggg,,
soare,faugh,route,,,,ngnyg,nngnn,ggggg,,,
soare,kempt,sharp,,,,gnggn,nnnyn,ggggg,,,
soare,clint,midgy,bawdy,,,nnynn,nnnnn,nnyng,ggggg,,
soare,radar,radii,,,,nnyyn,gggnn,ggggg,,,
soare,thilk,skull,,,,gnnnn,nnngy,ggggg,,,
soare,clint,phony,,,,nynnn,nnngn,ggggg,,,
soare,cunit,issue,,,,ynnng,nynyn,ggggg,,,
soare,talar,layer,lager,,,nnyyy,ngyng,ggngg,ggggg,,
soare,spelt,fehme,swell,,,gnnny,gnggn,nynnn,ggggg,,
soare,pudic,urine,,,,nnnyg,nynyn,ggggg,,,
soare,nasty,gassy,,,,ynynn,nggng,ggggg,,,
soare,radar,viral,trial,,,nnyyn,ynngn,nyygg,ggggg,,
soare,abaca,flora,,,,nyygn,nnnng,ggggg,,,
soare,deter,pilch,upper,,,nnnyy,nnngg,ynnnn,ggggg,,
soare,clint,latch,,,,nnynn,yynny,ggggg,,,
soare,clint,aswim,wight,,,nnnnn,nnyng,nnyyn,ggggg,,
soare,trick,abamp,brick,,,nnnyn,ngggg,nynnn,ggggg,,
soare,feted,retry,,,,nnngy,nggnn,ggggg,,,
soare,culty,defog,jolly,holly,,ngnnn,nngng,nnnyn,ngggg,ggggg,
soare,pleat,decal,,,,nnyny,nyygn,ggggg,,,
soare,bachs,grass,,,,yngyn,nynng,ggggg,,,
soare,thilk,shank,shack,,,gngnn,ngnng,gggng,ggggg,,
soare,liman,mocha,dogma,,,ngynn,nnyyn,ygnng,ggggg,,
soare,rewth,clonk,abaft,mover,,ngnyy,yynnn,nnynn,nnnnn,ggggg,
soare,deter,defer,,,,nnnyy,ggngg,ggggg,,,
soare,sower,sober,,,,ggnyy,ggngg,ggggg,,,
soare,clint,optic,,,,nynnn,ynyny,ggggg,,,
soare,deter,pilch,crier,,,nnnyy,nnngg,nynyn,ggggg,,
soare,clint,dying,vying,,,nnnnn,nnggn,ngggg,ggggg,,
soare,liman,nomad,,,,ngynn,nnggy,ggggg,,,
soare,culti,flute,,,,nnnng,nyygn,ggggg,,,
soare,clint,widow,hippo,,,nynnn,nnynn,ngnyn,ggggg,,
soare,kempt,shark,,,,gnggn,ynnnn,ggggg,,,
soare,deter,diner,drier,,,nnnyy,gnngg,gyngg,ggggg,,
soare,aitch,obese,,,,yynng,nnnnn,ggggg,,,
soare,culti,lunge,bugle,,,nnnng,ngynn,ygnyg,ggggg,,
soare,clint,tawny,,,,nnynn,nnngy,ggggg,,,
soare,plink,chalk,,,,nngnn,nynng,ggggg,,,
soare,bufty,feast,,,,yngny,nnyyn,ggggg,,,
soare,trick,rugby,ruddy,,,nnnyn,nynnn,ggnng,ggggg,,
soare,pleat,penal,pedal,,,nnyny,gyygn,ggngg,ggggg,,
soare,kempt,acidy,scarf,,,gnggn,nnnnn,ygnnn,ggggg,,
soare,deter,gruel,cruel,,,nnnyy,nnngy,ngggg,ggggg,,
soare,pleat,bleat,,,,nnyny,ngggg,ggggg,,,
soare,clint,vital,tidal,,,nnynn,nyyny,ngygg,ggggg,,
soare,thilk,slush,,,,gnnnn,nynyn,ggggg,,,
soare,spelt,seven,semen,,,gnnny,gnynn,ggngg,ggggg,,
soare,clint,dampy,windy,,,nnnnn,nnyyn,ynnng,ggggg,,
soare,mushy,dalts,dusty,,,ynnnn,nggng,gnngy,ggggg,,
soare,dault,sally,,,,gnynn,ngngn,ggggg,,,
soare,clint,igloo,,,,nynnn,nyynn,ggggg,,,
soare,deter,nerdy,,,,nnnyy,ygnny,ggggg,,,
soare,denet,bevel,jewel,,,nnnny,ngngn,ngngg,ggggg,,
soare,nempt,scone,shone,,,gynng,yynnn,gnggg,ggggg,,
soare,glitz,leave,whale,,,nngng,nynnn,yngng,ggggg,,
soare,denet,agila,hymen,,,nnnny,nnygn,nnnnn,ggggg,,
soare,ampul,abuse,,,,ynyng,gnnyn,ggggg,,,
soare,culti,bangs,fugue,,,nnnng,ngnnn,nnnyn,ggggg,,
soare,demon,elbow,,,,nynny,nyngn,ggggg,,,
soare,trick,crump,crumb,,,nnnyn,ngnyn,ggggn,ggggg,,
soare,nasty,pansy,,,,ynynn,ygyng,ggggg,,,
soare,uneth,welsh,,,,ynnny,nnyng,ggggg,,,
soare,mutch,syrup,,,,gnnyn,nynnn,ggggg,,,
soare,centu,terse,,,,ynnyg,ngnyn,ggggg,,,
soare,thilk,spade,suave,,,gngng,nnnnn,gngng,ggggg,,
soare,clint,gamut,,,,nnynn,nnnng,ggggg,,,
soare,thilk,sunny,swung,,,gnnnn,nnnnn,gyngn,ggggg,,
soare,diact,drake,,,,nngyg,gngnn,ggggg,,,
soare,deter,befog,freed,,,nnnyy,yyngy,nyynn,ggggg,,
soare,azure,afire,,,,nnygg,gnngg,ggggg,,,
soare,hault,shirt,,,,gnngn,ynnng,ggggg,,,
soare,cutin,trout,grout,,,nynyn,nyynn,ngggg,ggggg,,
soare,clint,oddly,,,,nynnn,nynnn,ggggg,,,
soare,culti,twine,tithe,,,nnnng,nnnyy,gnyng,ggggg,,
soare,plink,plaid,,,,nngnn,ggynn,ggggg,,,
soare,clint,dumpy,dummy,,,nnnnn,nnnnn,gggng,ggggg,,
soare,cutin,droop,groom,broom,,nynyn,nnnnn,ngggn,ngggg,ggggg,
soare,clint,blink,blind,,,nnnnn,ngggn,ggggn,ggggg,,
soare,cyton,torch,,,,ngnyn,ynyyn,ggggg,,,
soare,denet,enemy,,,,nnnny,nyyyn,ggggg,,,
soare,plink,again,,,,nngnn,nnyyn,ggggg,,,
soare,clint,tying,,,,nnnnn,nnggy,ggggg,,,
soare,uneth,pesky,,,,ynnny,nnynn,ggggg,,,
soare,talar,alter,,,,nnyyy,yyyng,ggggg,,,
soare,talar,pigmy,gazer,,,nnyyy,ngnng,nnynn,ggggg,,
soare,pugil,noble,,,,ngnng,nnnny,ggggg,,,
soare,onset,ethos,,,,yynny,ynyyy,ggggg,,,
soare,pudic,dirge,bride,,,nnnyg,nnyyn,yyyng,ggggg,,
soare,demon,elbow,extol,,,nynny,nyngn,gyngn,ggggg,,
soare,trued,decor,,,,nynyy,nynyy,ggggg,,,
soare,culty,goody,bobby,hobby,,ngnnn,nnnng,ngnng,ngggg,ggggg,
soare,bufty,beast,,,,yngny,gnnyn,ggggg,,,
soare,clint,opium,idiom,,,nynnn,nngnn,yngng,ggggg,,
soare,deter,inter,utter,,,nnnyy,nnggg,nnggg,ggggg,,
soare,cunit,these,,,,ynnng,nnnny,ggggg,,,
soare,thilk,sixth,,,,gnnnn,yyynn,ggggg,,,
soare,dhuti,alarm,,,,nnggn,nnnnn,ggggg,,,
soare,erase,,,,,yngyg,ggggg,,,,
soare,denet,elegy,,,,nnnny,nynyn,ggggg,,,
soare,thilk,skunk,spunk,,,gnnnn,nnnng,gnggg,ggggg,,
soare,deter,pilch,piper,,,nnnyy,nnngg,ggnnn,ggggg,,
soare,thilk,acidy,scaly,,,gngnn,nnngn,ygnng,ggggg,,
soare,cloot,scold,,,,gynnn,yygnn,ggggg,,,
soare,denet,aleph,hefty,,,nnnny,ngnny,nnyny,ggggg,,
soare,clint,chick,,,,nnnnn,gngnn,ggggg,,,
soare,atony,sooty,,,,ggnnn,nygng,ggggg,,,
soare,clint,canal,,,,nnynn,gynyn,ggggg,,,
soare,clint,dying,whiny,,,nnnnn,nnggn,nyggn,ggggg,,
soare,thilk,slash,,,,gngnn,nynyn,ggggg,,,
soare,glitz,weave,chafe,quake,,nngng,nnnnn,nngng,nngng,ggggg,
soare,culty,point,joint,,,ngnnn,nnnyn,ngggg,ggggg,,
soare,spelt,swept,,,,gnnny,gygng,ggggg,,,
soare,pudic,prude,,,,nnnyg,gyynn,ggggg,,,
soare,letch,heady,heavy,,,nngny,ngnny,gggng,ggggg,,
soare,denet,edify,wield,,,nnnny,yynnn,yyynn,ggggg,,
soare,culti,adhan,femme,,,nnnng,nnnnn,nnnnn,ggggg,,
soare,mason,lasso,,,,yyynn,nggyn,ggggg,,,
soare,gault,amnic,maize,,,nnyng,ngnnn,yynyn,ggggg,,
soare,thilk,shale,,,,gngng,ngngn,ggggg,,,
soare,newie,shrew,screw,,,gnnyy,nyynn,gnggg,ggggg,,
soare,spree,,,,,gnnyg,ggggg,,,,
soare,cloot,shown,smoky,,,gynnn,nngnn,gngnn,ggggg,,
soare,clint,whiff,,,,nnnnn,nngnn,ggggg,,,
soare,spelt,sweet,scent,,,gnnny,gngng,gngng,ggggg,,
soare,glitz,glade,,,,nngng,ggnnn,ggggg,,,
soare,spelt,spent,,,,gnnny,gggng,ggggg,,,
soare,crust,brisk,prism,,,ynnyn,ngngn,ngggn,ggggg,,
soare,nempt,akela,stoke,,,gynng,nynny,nyynn,ggggg,,
soare,deter,pilch,riper,,,nnnyy,nnngg,ygnnn,ggggg,,
soare,cutin,orbit,,,,nynyn,nnygn,ggggg,,,
soare,liman,vodka,cocoa,,,ngynn,nnnyn,ngnng,ggggg,,
soare,clint,baghs,guilt,,,nnnnn,nygng,nnynn,ggggg,,
soare,mushy,humus,,,,ynnnn,ygyyn,ggggg,,,
soare,thilk,shush,,,,gnnnn,ngnnn,ggggg,,,
soare,gault,table,,,,nnyng,ngngy,ggggg,,,
soare,hault,smirk,,,,gnngn,nnnnn,ggggg,,,
soare,cutin,prong,wrong,,,nynyn,nnnny,ngggg,ggggg,,
soare,fubsy,noisy,,,,ygnnn,nnngg,ggggg,,,
soare,altho,alert,,,,nnygy,ggynn,ggggg,,,
soare,thilk,shiny,,,,gnnnn,nggnn,ggggg,,,
soare,glitz,plate,elate,,,nngng,ngngn,ngggg,ggggg,,
soare,richt,resin,,,,ynnyy,gynnn,ggggg,,,
soare,pling,whole,,,,nynng,nynnn,ggggg,,,
soare,clint,abamp,hunch,,,nnnnn,ynnyn,nnnnn,ggggg,,
soare,denet,libel,pixel,,,nnnny,nnngn,ngngg,ggggg,,
soare,malty,polar,,,,ngyyn,nygnn,ggggg,,,
soare,meynt,towel,hotel,,,ngnny,nynny,ygngg,ggggg,,
soare,nicht,sword,,,,gyngn,nnnnn,ggggg,,,
soare,pleat,bleat,cleat,,,nnyny,ngggg,ngggg,ggggg,,
soare,bloat,wagon,mango,,,nyynn,nnyyn,ngyyy,ggggg,,
soare,radar,rumba,,,,nnyyn,gynnn,ggggg,,,
soare,clint,dumpy,puffy,,,nnnnn,nnnnn,ngnyg,ggggg,,
soare,clint,dimly,fowth,filly,,nnnnn,nyynn,ngngg,gnnnn,ggggg,
soare,clint,dimly,fowth,billy,,nnnnn,nyynn,ngngg,nnnnn,ggggg,
soare,bufty,leash,,,,yngny,nnnnn,ggggg,,,
soare,clint,clout,,,,nynnn,ggnng,ggggg,,,
soare,gault,amnic,dance,,,nnyng,ngnnn,yngny,ggggg,,
soare,ovate,,,,,nygng,ggggg,,,,
soare,pleat,facet,,,,nnyny,nnyyg,ggggg,,,
soare,clint,aduki,chili,,,nnnnn,gygnn,nnnng,ggggg,,
soare,clint,attap,paint,,,nnynn,nnggg,yynny,ggggg,,
soare,deter,pilch,liver,liner,,nnnyy,nnngg,ngynn,ggngg,ggggg,
soare,cutin,curio,,,,nynyn,ggngn,ggggg,,,
soare,dault,salty,,,,gnynn,ngnyy,ggggg,,,
soare,bloat,wagon,audio,,,nyynn,nnyyn,nynyn,ggggg,,
soare,thilk,snake,,,,gngng,nnnny,ggggg,,,
soare,gault,becap,fable,,,nnyng,ngngn,yynyn,ggggg,,
soare,bloat,cloak,,,,nyynn,ngggn,ggggg,,,
soare,pleat,bandh,navel,,,nnyny,nyyyn,ngynn,ggggg,,
soare,hault,spurt,,,,gnngn,nngng,ggggg,,,
soare,onset,pesto,,,,yynny,yngyy,ggggg,,,
soare,clint,dampy,balmy,,,nnynn,nynnn,ngyng,ggggg,,
soare,chals,flash,,,,yngnn,nygyy,ggggg,,,
soare,denet,unfed,unwed,,,nnnny,ynygn,ggngg,ggggg,,
soare,talar,early,,,,nnyyy,ngyny,ggggg,,,
soare,fitch,churn,,,,nnngn,nnnyy,ggggg,,,
soare,denet,weedy,,,,nnnny,ygnyn,ggggg,,,
soare,thilk,grypt,stump,,,gnnnn,ynnnn,nnnyy,ggggg,,
soare,leuch,lease,,,,yngng,ggnnn,ggggg,,,
soare,clint,ditty,abaka,witty,,nnnnn,nnyny,ngggg,nnnnn,ggggg,
soare,clint,fudgy,hippy,wimpy,,nnnnn,nnynn,nnnng,ngngg,ggggg,
soare,cloot,knosp,spoof,,,gynnn,nnggn,nngyy,ggggg,,
soare,wheep,safer,saner,,,gnyyy,nnngn,ggngg,ggggg,,
soare,denet,fiend,blend,,,nnnny,yyynn,nnggg,ggggg,,
soare,dault,salsa,,,,gnynn,ngnyn,ggggg,,,
soare,clint,thick,,,,nnnnn,yngny,ggggg,,,
soare,radar,party,warty,,,nnyyn,ygnnn,ngggg,ggggg,,
soare,clint,panic,manic,,,nnynn,ynyyn,ngggg,ggggg,,
soare,abaft,blare,,,,nnggg,nygnn,ggggg,,,
soare,thilk,sissy,squib,,,gnnnn,nnynn,gynnn,ggggg,,
soare,cloot,knosp,spoon,,,gynnn,nnggn,nygyy,ggggg,,
soare,pownd,prove,probe,,,nynyg,gynnn,gggng,ggggg,,
soare,pudic,crepe,,,,nnnyg,ynnny,ggggg,,,
soare,plink,knack,,,,nngnn,nnnyg,ggggg,,,
soare,faugh,force,,,,ngnyg,gnnnn,ggggg,,,
soare,denet,debit,debut,,,nnnny,ggnng,gggng,ggggg,,
soare,trued,order,,,,nynyy,ngngy,ggggg,,,
soare,ampul,bacha,haste,,,ynyng,ynnnn,ngnyn,ggggg,,
soare,denet,teeth,,,,nnnny,ngnyy,ggggg,,,
soare,pleat,agent,,,,nnyny,nngyg,ggggg,,,
soare,denet,unfed,widen,,,nnnny,ynygn,nyngy,ggggg,,
soare,clint,icily,,,,nnnnn,yygnn,ggggg,,,
soare,pling,ached,slice,,,gnnng,nggnn,nynyn,ggggg,,
soare,clint,ingot,,,,nynnn,nnyyg,ggggg,,,
soare,chals,clash,,,,yngnn,gygyy,ggggg,,,
soare,cutin,furor,juror,,,nynyn,ngnnn,ngggg,ggggg,,
soare,clint,bloom,blood,,,nynnn,ngnnn,ggggn,ggggg,,
soare,bundt,abode,,,,nyyng,ynngn,ggggg,,,
soare,cutin,throb,throw,,,nynyn,nnynn,ggggn,ggggg,,
soare,clint,unity,,,,nnnnn,nngyy,ggggg,,,
